Transaction,Item
2874,Brownie
2875,Coffee
2875,Farm House
2876,Coffee
2876,Scone
2877,Scone
2877,Crepes
2877,Alfajores
2877,Alfajores
2878,Scandinavian
2879,Cake
2880,Bread
2881,Bread
2882,Bread
2882,Tea
2884,Brownie
2884,Mineral water
2885,Farm House
2886,Coffee
2887,Sandwich
2887,Scone
2887,Bread
2887,Coffee
2888,Coffee
2888,Hot chocolate
2888,Tea
2888,Alfajores
2888,Sandwich
2888,NONE
2888,NONE
2889,Bread
2889,Scone
2889,Juice
2890,Coffee
2891,Bread
2892,Bread
2893,Coffee
2893,Coffee
2893,Toast
2893,Pastry
2894,Bread
2894,Focaccia
2895,Scone
2896,Focaccia
2897,Scandinavian
2898,Coffee
2898,Tea
2899,NONE
2899,Coffee
2899,Coffee
2899,Farm House
2900,Focaccia
2900,Pastry
2901,Coffee
2901,Pastry
2901,Medialuna
2902,Sandwich
2902,Bread
2903,Bread
2903,Coffee
2903,Medialuna
2903,Medialuna
2903,Jam
2904,NONE
2904,Sandwich
2904,Tea
2904,Coffee
2905,Coffee
2905,Farm House
2906,Bread
2907,NONE
2907,Bread
2907,Coffee
2908,Coffee
2908,Coffee
2908,Toast
2908,Scandinavian
2909,Farm House
2909,Bread
2909,Medialuna
2910,Bread
2911,Cake
2912,Pastry
2912,Coffee
2912,Brownie
2913,Bread
2913,NONE
2914,Coffee
2914,Tea
2914,Scone
2915,Coffee
2915,Coffee
2916,Bread
2916,Tea
2917,Coffee
2917,Scone
2918,Farm House
2918,Scandinavian
2919,Vegan mincepie
2919,Cake
2920,Tea
2920,Coffee
2921,Bread
2922,Coffee
2923,Scandinavian
2924,Bread
2925,Tea
2925,Bread
2925,NONE
2926,Medialuna
2926,Pastry
2926,Coffee
2927,NONE
2927,NONE
2927,Truffles
2927,Juice
2928,Coffee
2928,Jammie Dodgers
2928,NONE
2928,Art Tray
2929,Frittata
2930,NONE
2930,Bread
2931,Sandwich
2931,Coffee
2932,Coffee
2932,Juice
2932,NONE
2933,Tea
2933,Sandwich
2934,Jam
2935,Scone
2936,Coffee
2936,NONE
2936,Sandwich
2937,Coffee
2937,NONE
2938,Bread
2938,Tea
2938,NONE
2939,Frittata
2939,Tea
2939,Bread
2940,Scandinavian
2941,Sandwich
2941,Art Tray
2941,Truffles
2941,Coffee
2941,NONE
2942,Scone
2942,Frittata
2942,Juice
2943,NONE
2943,Tea
2944,Coffee
2944,Mineral water
2944,Frittata
2945,Coffee
2945,Tea
2946,Bread
2946,Bread
2946,Brownie
2946,Scone
2948,Coffee
2949,Frittata
2949,Sandwich
2949,Coffee
2950,Tea
2950,NONE
2951,Coffee
2951,Tea
2952,Vegan mincepie
2952,Coffee
2952,Hot chocolate
2953,Juice
2954,Cake
2954,Tea
2955,Tea
2956,Bread
2956,Farm House
2957,Coffee
2957,Tea
2957,Bread
2957,Mineral water
2957,Scone
2957,Bread
2958,Bread
2959,Bread
2959,Hot chocolate
2959,Hot chocolate
2960,Coke
2960,Sandwich
2961,Sandwich
2961,Mineral water
2962,Hot chocolate
2962,Tea
2962,Cake
2963,Scandinavian
2964,Frittata
2964,Cake
2966,Cake
2967,Coffee
2967,Bread
2968,Coffee
2968,Tea
2968,Bread
2969,Scone
2969,Coffee
2970,Bread
2971,Jam
2972,Bread
2972,NONE
2973,Coffee
2973,Medialuna
2974,Bread
2974,Farm House
2975,Bread
2976,Coffee
2976,Pastry
2977,Bread
2977,Coffee
2978,Medialuna
2978,Coffee
2979,Scone
2979,Bread
2980,Coffee
2980,Coke
2981,Coffee
2982,Truffles
2983,Bread
2984,Mineral water
2985,Hot chocolate
2985,Coffee
2985,Bread
2985,Toast
2985,Medialuna
2985,Alfajores
2985,Fudge
2986,Jam
2987,Medialuna
2987,Bakewell
2987,Coffee
2987,Bread
2987,Toast
2988,Coffee
2989,Bread
2990,Coffee
2990,Coffee
2990,Bakewell
2990,Medialuna
2991,Coffee
2991,Coffee
2991,Bread
2992,Farm House
2993,Bread
2994,Medialuna
2994,Scone
2994,Coffee
2994,Coffee
2995,Bread
2996,Farm House
2996,Coffee
2996,Medialuna
2996,Bread
2997,Smoothies
2997,NONE
2998,NONE
2998,Coffee
2999,NONE
3000,Medialuna
3000,Coffee
3001,Mineral water
3002,NONE
3002,Bread
3002,Mineral water
3002,Hot chocolate
3003,Sandwich
3003,Tea
3004,Coffee
3004,NONE
3004,Cookies
3005,Alfajores
3005,Alfajores
3006,Vegan mincepie
3006,Bread
3006,Coffee
3007,Coffee
3007,NONE
3008,Medialuna
3009,Coffee
3009,Frittata
3009,Toast
3010,NONE
3010,NONE
3010,Coffee
3010,Hot chocolate
3010,Muffin
3011,Coffee
3011,Scandinavian
3013,NONE
3013,Bakewell
3013,Tea
3015,NONE
3015,Coffee
3016,NONE
3017,Frittata
3017,Coffee
3018,Scandinavian
3019,Coffee
3019,Coffee
3020,NONE
3020,NONE
3020,Coffee
3020,Tea
3021,Scandinavian
3022,Bread
3023,Tea
3024,Bread
3024,NONE
3025,Bread
3025,Medialuna
3026,Pastry
3026,Toast
3026,Coffee
3027,Coffee
3027,Pastry
3028,Tea
3029,Coffee
3029,Toast
3030,Coffee
3031,Jam
3031,Coffee
3031,Hot chocolate
3031,Toast
3032,Coffee
3032,Sandwich
3033,Bread
3033,Tea
3033,Bakewell
3033,Alfajores
3034,Bread
3034,Coffee
3034,Cake
3035,Bread
3036,Bread
3037,Coffee
3037,Coffee
3037,Bakewell
3037,Cake
3038,Bread
3039,Coffee
3039,Medialuna
3040,Bread
3041,Bread
3041,Vegan mincepie
3042,Coffee
3042,Bread
3042,Vegan mincepie
3042,Cake
3043,Bread
3044,Sandwich
3045,Pastry
3045,Bread
3046,Cake
3046,Vegan mincepie
3046,Coffee
3046,Coffee
3046,Mineral water
3046,Mineral water
3047,Jam
3048,Bread
3049,Frittata
3049,Coffee
3050,Coffee
3050,Coffee
3051,Bread
3052,Sandwich
3053,Sandwich
3053,Bread
3053,Truffles
3053,Coffee
3054,Tea
3054,Toast
3054,NONE
3055,Coffee
3056,Cake
3057,NONE
3058,Coffee
3058,Bread
3058,Bread
3058,Bread
3059,Fudge
3060,Jam
3060,Jam
3061,Bread
3062,Coffee
3063,Tea
3063,Bread
3063,Hot chocolate
3063,Vegan mincepie
3063,Bread
3064,Juice
3064,Cake
3064,Jammie Dodgers
3064,Bread
3065,Bread
3066,Vegan mincepie
3066,Tea
3067,Coffee
3067,Pastry
3068,Scandinavian
3068,Vegan mincepie
3069,Bread
3070,Coffee
3070,Fudge
3070,Jam
3070,Fudge
3070,Fudge
3071,Jam
3071,Coffee
3071,Coffee
3073,Coffee
3073,Coffee
3074,Coffee
3074,Cookies
3074,Pastry
3075,Medialuna
3075,Bread
3076,Coffee
3076,Art Tray
3077,Tea
3077,Tea
3077,Toast
3078,Coke
3079,Coffee
3079,Bread
3080,Bakewell
3080,Farm House
3081,Bread
3081,Tea
3081,Coffee
3081,Alfajores
3081,Hot chocolate
3082,Farm House
3083,Coffee
3083,Bread
3084,Coffee
3084,Toast
3084,Scandinavian
3085,Bread
3085,NONE
3085,Vegan mincepie
3086,Bread
3087,Coffee
3088,Coffee
3088,Bread
3088,Alfajores
3089,Coffee
3090,Bread
3091,Medialuna
3092,Coffee
3092,NONE
3093,Frittata
3093,Tea
3093,Coffee
3094,Tea
3095,Tea
3095,Bakewell
3096,Farm House
3097,Coffee
3097,Pastry
3097,Medialuna
3098,Coffee
3098,Coffee
3098,Sandwich
3099,Coffee
3099,Medialuna
3100,Coffee
3100,Pastry
3101,Muffin
3101,Bread
3101,Bread
3101,Coffee
3102,Coffee
3102,Bakewell
3103,Bread
3104,Coffee
3105,Bread
3106,Coffee
3106,Coffee
3106,Alfajores
3107,Bread
3107,Truffles
3107,Coffee
3107,Truffles
3107,Scandinavian
3108,Tea
3108,Cake
3109,Jam
3110,Fudge
3110,Jam
3110,Jam
3111,Bread
3112,Coffee
3113,Tea
3113,Coffee
3114,Coffee
3114,Tea
3114,Toast
3115,Coffee
3116,Bread
3117,Coffee
3117,NONE
3118,Coffee
3119,Bread
3120,Bread
3121,Fudge
3122,Coffee
3123,Coffee
3123,Tea
3124,Coffee
3124,Coffee
3124,Farm House
3125,Medialuna
3125,Muffin
3125,Coffee
3125,Juice
3126,Coffee
3127,Coffee
3127,Bread
3127,Bread
3128,Coffee
3128,Coffee
3128,Bread
3128,Muffin
3129,Vegan mincepie
3129,Coffee
3129,Tea
3130,Alfajores
3130,Coffee
3131,Coffee
3131,Coffee
3131,Medialuna
3132,NONE
3133,Bread
3133,Tea
3134,Coffee
3135,Coffee
3136,Bread
3136,Pastry
3137,Bread
3138,Farm House
3139,Bread
3139,Alfajores
3140,NONE
3141,Coffee
3142,Jam
3143,Coffee
3144,Pastry
3145,Tea
3145,NONE
3146,Coffee
3146,Coffee
3147,Coffee
3147,Toast
3148,NONE
3148,Coffee
3149,Coke
3149,Truffles
3149,NONE
3150,NONE
3150,Sandwich
3150,Tea
3150,Coffee
3151,Tea
3151,NONE
3152,Coke
3153,Bread
3153,Sandwich
3153,Bread
3154,Juice
3154,Bread
3154,Art Tray
3154,Toast
3155,Tea
3155,Bread
3155,NONE
3156,Coffee
3156,Alfajores
3157,Hot chocolate
3157,Hot chocolate
3157,Toast
3157,Pastry
3158,Sandwich
3158,Tea
3158,Juice
3158,Vegan mincepie
3159,Bread
3160,Alfajores
3160,Muffin
3161,Coffee
3161,Jammie Dodgers
3162,Jammie Dodgers
3162,Bread
3163,Tea
3163,Coffee
3163,Jammie Dodgers
3163,Cake
3163,Bread
3164,Coffee
3164,Coffee
3164,NONE
3165,Bread
3165,NONE
3165,Pastry
3165,Medialuna
3166,Alfajores
3166,Pastry
3167,Medialuna
3167,Toast
3167,NONE
3167,Coffee
3168,Bread
3168,Tea
3168,Pastry
3169,Bread
3170,Coffee
3171,Bread
3171,Hot chocolate
3172,Bread
3173,Pastry
3174,NONE
3174,Coffee
3174,Coffee
3175,Bread
3176,Coffee
3176,Hot chocolate
3177,Farm House
3178,Coffee
3179,Coffee
3179,Coffee
3180,Coffee
3181,Dulce de Leche
3182,Pastry
3182,Farm House
3183,Bread
3183,Vegan mincepie
3183,Bread
3184,Bread
3185,Coffee
3185,Hot chocolate
3185,Pastry
3186,Coffee
3186,Vegan mincepie
3186,Pastry
3187,Bread
3188,Bread
3188,Bread
3189,Coffee
3189,Hot chocolate
3190,Bread
3190,Sandwich
3190,Coffee
3191,Bread
3192,Coffee
3192,Coffee
3192,Hot chocolate
3193,Coffee
3194,Coffee
3195,Sandwich
3195,Coke
3196,Coffee
3197,NONE
3197,Coffee
3197,Bread
3198,Bread
3199,Coffee
3200,Coffee
3200,Coffee
3201,Coffee
3201,Fudge
3202,Coffee
3202,Sandwich
3202,Tea
3202,Bread
3203,Coffee
3203,Coffee
3203,NONE
3203,Sandwich
3204,Bread
3205,NONE
3205,Bread
3205,Coffee
3206,Coffee
3206,Coffee
3206,Hot chocolate
3207,Fudge
3208,Coffee
3209,Coffee
3209,Bread
3210,Bread
3210,Bread
3211,Cookies
3212,Bread
3213,Coffee
3213,Bread
3213,Bread
3213,Alfajores
3214,Tea
3215,Bare Popcorn
3215,Ella's Kitchen Pouches
3216,Farm House
3217,Bread
3217,Fudge
3217,Pastry
3218,Hot chocolate
3219,Tea
3219,Vegan mincepie
3219,Jammie Dodgers
3219,Coffee
3219,Medialuna
3220,Coffee
3221,Hot chocolate
3221,Coffee
3222,Bread
3223,Vegan mincepie
3224,Medialuna
3224,Dulce de Leche
3225,Muesli
3226,Muesli
3227,Coffee
3227,Jam
3227,Jam
3228,Bread
3228,Toast
3229,Bread
3229,Toast
3230,Coffee
3231,Jammie Dodgers
3231,Vegan mincepie
3232,Coffee
3233,Bread
3234,Coffee
3234,Coffee
3234,Bread
3235,Tea
3235,NONE
3236,Coffee
3237,Coffee
3237,Coffee
3237,NONE
3237,Juice
3237,Farm House
3238,Coffee
3238,Pastry
3239,Bread
3240,Coffee
3241,Coffee
3242,Coffee
3243,Tea
3243,Pastry
3244,Cookies
3244,Coffee
3244,Coffee
3244,Toast
3245,Pastry
3245,Tea
3246,Tea
3246,Coffee
3246,Coffee
3246,Toast
3247,Bread
3248,Bread
3249,Coffee
3250,Coffee
3250,Coffee
3251,NONE
3251,Pastry
3252,Bread
3252,NONE
3253,Scandinavian
3253,Coffee
3253,Alfajores
3255,NONE
3255,Truffles
3255,Ella's Kitchen Pouches
3255,Bread
3256,NONE
3256,Tea
3256,Fudge
3256,Fudge
3256,Jam
3256,Juice
3256,Ella's Kitchen Pouches
3257,Cake
3258,Bread
3258,Cookies
3259,Coffee
3259,Cake
3260,Coffee
3260,Tea
3260,Toast
3261,NONE
3261,Truffles
3262,Bread
3263,Coffee
3264,Bread
3265,Bread
3266,NONE
3266,Truffles
3267,Toast
3267,NONE
3267,Bread
3267,Tea
3267,Cookies
3268,Sandwich
3268,Coffee
3268,Coffee
3269,NONE
3270,Bread
3270,Sandwich
3271,NONE
3271,Alfajores
3272,Scone
3273,NONE
3274,Bread
3274,Coffee
3274,Alfajores
3274,Vegan mincepie
3275,Fudge
3276,Jam
3276,NONE
3277,Coffee
3277,Pastry
3277,Jam
3278,Coffee
3279,Tea
3279,Bread
3279,Bread
3279,Fudge
3280,Bread
3280,NONE
3280,Sandwich
3281,Farm House
3282,NONE
3282,Coffee
3283,Jam
3283,Jam
3284,Brownie
3284,Coffee
3285,Tea
3285,Sandwich
3285,Bread
3286,NONE
3286,Tea
3287,Sandwich
3287,Tea
3288,Coffee
3289,Coffee
3290,Bread
3291,Tea
3291,Brownie
3292,Jam
3293,Jam
3294,Cookies
3294,Sandwich
3294,Juice
3295,Tea
3295,Pastry
3296,Farm House
3297,Scone
3297,Coffee
3298,Coffee
3298,Coffee
3299,Coffee
3299,Coffee
3299,Vegan mincepie
3300,Bread
3300,Scone
3301,Farm House
3301,Scone
3303,Coffee
3303,Brownie
3304,Coffee
3304,Tea
3305,Coffee
3306,Tea
3306,Coffee
3307,Bread
3309,Coffee
3309,Coffee
3309,Coffee
3309,Alfajores
3310,Farm House
3310,Medialuna
3310,Pastry
3311,Bread
3312,Bread
3313,Coffee
3313,Pastry
3314,Bread
3315,Bread
3315,Bread
3315,Pastry
3316,Medialuna
3316,Fudge
3317,Bread
3318,Coffee
3318,Scone
3318,Juice
3319,Coffee
3319,NONE
3320,Tea
3320,Scone
3320,Lemon and coconut
3321,Jam
3321,Cookies
3321,Fudge
3322,Bread
3323,Scandinavian
3324,Coffee
3324,Cookies
3324,Juice
3325,Hot chocolate
3325,Coffee
3325,Bread
3325,Bread
3325,Vegan mincepie
3326,Jam
3327,Bread
3328,Coffee
3328,Coffee
3329,Dulce de Leche
3329,Scandinavian
3329,Alfajores
3330,Coffee
3330,Bread
3330,Pastry
3330,Medialuna
3330,Farm House
3331,Hot chocolate
3331,Scone
3332,Fudge
3332,Jam
3332,Bread
3332,Farm House
3333,Coffee
3333,The Nomad
3334,Vegan mincepie
3335,Bread
3336,Bread
3337,Bread
3337,Scone
3338,Cake
3339,Bread
3340,Vegan mincepie
3340,Cake
3340,NONE
3340,Coffee
3340,Coffee
3340,Coffee
3341,Coffee
3341,Coffee
3341,Medialuna
3342,Bread
3343,Jam
3344,Medialuna
3344,Pastry
3344,Coffee
3344,Coffee
3344,Coffee
3345,NONE
3346,Bread
3347,Bread
3348,Bread
3348,Scone
3348,Bread
3348,The Nomad
3349,Coffee
3349,Tea
3350,Bread
3351,NONE
3351,Frittata
3351,Tea
3351,Tea
3352,Coffee
3352,Vegan mincepie
3353,Bread
3354,Coffee
3354,Bread
3354,NONE
3355,Scone
3355,Coffee
3356,Farm House
3356,Frittata
3356,Cookies
3357,Farm House
3358,Farm House
3359,Jam
3359,Fudge
3360,NONE
3360,Coffee
3361,NONE
3361,Frittata
3361,Sandwich
3361,Bread
3361,Alfajores
3361,Medialuna
3361,Fudge
3362,Cake
3363,Juice
3363,Cookies
3363,Coffee
3364,Coffee
3364,Coffee
3366,Bread
3366,Pastry
3367,Hot chocolate
3367,Tea
3368,Crisps
3369,Bread
3370,Cake
3371,Focaccia
3371,Tea
3371,Tea
3371,Scone
3372,Coffee
3372,Scone
3373,Cake
3374,Vegan mincepie
3375,Coffee
3375,Coffee
3376,Tea
3376,Vegan mincepie
3377,Focaccia
3378,Coke
3379,Pintxos
3380,Pintxos
3381,Juice
3382,Coke
3383,Pintxos
3384,Pintxos
3385,Pintxos
3386,Coke
3386,Pintxos
3387,Hot chocolate
3387,Hot chocolate
3388,NONE
3388,Medialuna
3389,Coffee
3390,Coffee
3390,Bread
3391,Coffee
3392,Bread
3393,Coffee
3393,Cookies
3393,Bread
3393,Toast
3394,Coffee
3394,Brownie
3394,Medialuna
3395,Hot chocolate
3395,Coffee
3395,Brownie
3396,Tea
3396,Hot chocolate
3397,Tea
3397,Scone
3397,Bread
3398,Medialuna
3398,Coffee
3398,Coffee
3399,Bread
3399,Coffee
3399,Hot chocolate
3399,Coffee
3399,Pastry
3399,Scone
3400,Muesli
3400,The Nomad
3400,Coffee
3400,Bread
3401,Bread
3401,NONE
3402,Fudge
3403,Bread
3404,Coffee
3404,Coffee
3405,Bread
3406,Bread
3407,Coffee
3407,Brownie
3407,Vegan mincepie
3408,Dulce de Leche
3409,Coffee
3409,Coffee
3410,Coffee
3411,Farm House
3412,NONE
3412,NONE
3412,Coffee
3413,Coffee
3413,Brownie
3414,Coffee
3415,Coffee
3415,Hot chocolate
3415,Vegan mincepie
3416,NONE
3416,NONE
3416,Bread
3417,Coffee
3417,Frittata
3418,Medialuna
3418,Coffee
3419,Coffee
3419,Juice
3419,Mineral water
3419,Medialuna
3419,Crisps
3419,Frittata
3420,Coffee
3421,Coffee
3421,NONE
3421,Cookies
3422,Bread
3423,Bread
3424,Coffee
3424,Coffee
3424,Cake
3424,Bread
3424,Dulce de Leche
3424,Bread
3425,Coffee
3425,Hot chocolate
3425,Bread
3426,Coke
3427,Fudge
3428,Fudge
3429,Tea
3429,Juice
3429,Cake
3429,Tartine
3430,Brownie
3430,Medialuna
3430,Hot chocolate
3430,Coffee
3431,Coffee
3432,Bread
3433,Coffee
3433,Bread
3434,Coffee
3434,Hot chocolate
3434,Coffee
3434,Cookies
3434,Vegan mincepie
3435,Coffee
3435,Medialuna
3436,Cookies
3436,Hot chocolate
3436,NONE
3437,NONE
3437,Coffee
3438,Coffee
3439,Tea
3440,Coffee
3440,Bread
3441,Hot chocolate
3442,Coffee
3443,Bread
3443,Medialuna
3444,Coffee
3445,Bread
3446,Coffee
3446,Tea
3446,Pastry
3447,Medialuna
3447,Coffee
3447,Coffee
3448,Coffee
3448,Hot chocolate
3449,Fudge
3449,Jam
3449,Fudge
3449,Fudge
3450,Hot chocolate
3450,Smoothies
3450,Bread
3450,Cookies
3450,Cookies
3451,Coffee
3451,Tea
3451,Toast
3451,Brownie
3452,Coffee
3452,Coffee
3453,Coffee
3454,Farm House
3455,Tea
3455,NONE
3456,Bread
3457,Bread
3457,Coffee
3457,Coffee
3457,Bread
3458,NONE
3458,Tea
3459,Coffee
3460,Coffee
3460,Fudge
3460,Brownie
3461,Coffee
3462,Coffee
3462,Bread
3463,Coffee
3463,Medialuna
3464,Farm House
3465,Fudge
3465,Coffee
3465,Sandwich
3465,NONE
3466,Toast
3466,Cookies
3467,Sandwich
3467,Coffee
3467,Bread
3468,Focaccia
3468,Scandinavian
3469,Truffles
3469,Hearty & Seasonal
3470,Coffee
3470,Coffee
3471,Sandwich
3471,Sandwich
3472,Hearty & Seasonal
3472,Coffee
3472,Bread
3473,Bread
3473,Cake
3474,Tea
3474,Bread
3475,Bread
3476,Cookies
3476,Bread
3477,Coffee
3478,NONE
3478,Coffee
3479,Tea
3479,Sandwich
3480,Bread
3480,Brownie
3481,NONE
3481,Tea
3481,Coffee
3482,Coffee
3483,Coffee
3483,Cookies
3484,Cake
3484,Bread
3485,Coffee
3486,Mineral water
3486,Coke
3486,Bread
3486,Sandwich
3486,NONE
3487,NONE
3487,Juice
3487,Bread
3488,Coffee
3489,Truffles
3489,Tea
3489,Cake
3489,NONE
3490,Coffee
3490,Scone
3490,Brownie
3491,Tea
3492,Sandwich
3492,Juice
3492,Tea
3493,Coffee
3494,Cake
3494,Sandwich
3494,Sandwich
3494,Bread
3495,Coffee
3495,Coffee
3496,Sandwich
3496,Coffee
3497,Juice
3497,Tea
3497,Bread
3498,Brownie
3499,Fudge
3500,Tea
3501,Tea
3502,Truffles
3502,Sandwich
3503,Medialuna
3503,Hot chocolate
3503,Bread
3503,Coffee
3504,Medialuna
3505,Coffee
3505,Coffee
3506,Coffee
3507,Tea
3508,Bread
3509,Bread
3510,Tea
3510,Coke
3510,Cake
3510,Brownie
3510,NONE
3510,Bread
3512,Bread
3513,Tea
3513,Tea
3513,Medialuna
3513,Cookies
3513,Bread
3514,Coffee
3515,Sandwich
3515,NONE
3515,Bread
3515,Tea
3516,Bread
3516,Toast
3516,Medialuna
3517,Pastry
3517,Medialuna
3518,Coffee
3519,Coffee
3519,NONE
3520,Coffee
3520,Coffee
3520,Pastry
3521,Cookies
3522,Cookies
3523,Bread
3524,Coffee
3525,Coffee
3525,Coffee
3525,Pastry
3526,Bread
3527,Cookies
3527,Cake
3527,Coffee
3527,Hot chocolate
3528,NONE
3529,Pastry
3529,Medialuna
3529,Pastry
3529,Coffee
3529,Coffee
3529,Hot chocolate
3529,The Nomad
3529,Toast
3530,Coffee
3530,Cake
3530,Bread
3531,NONE
3531,Tea
3532,Coffee
3532,Cake
3533,Coffee
3533,NONE
3534,Coffee
3534,Cake
3535,Toast
3535,Coffee
3536,Coffee
3537,Hot chocolate
3537,Cake
3538,Hearty & Seasonal
3538,Juice
3539,Coffee
3540,Hearty & Seasonal
3540,Coffee
3541,Farm House
3541,Cake
3542,NONE
3542,Coffee
3542,Bread
3542,Farm House
3543,Sandwich
3544,NONE
3545,Bread
3546,Coffee
3546,Brownie
3547,NONE
3547,Sandwich
3547,Juice
3547,Juice
3548,Coffee
3549,Coffee
3550,Tea
3551,Coffee
3552,Hot chocolate
3553,NONE
3554,Cake
3554,Coffee
3555,Bread
3556,NONE
3556,Bread
3557,Coffee
3557,Hot chocolate
3558,Coffee
3559,Coffee
3559,Bread
3560,Coffee
3560,Cake
3561,Coffee
3562,Farm House
3563,Coffee
3564,Bread
3565,Coffee
3566,Farm House
3567,Scandinavian
3568,Bread
3570,Bread
3570,Pastry
3571,Coffee
3572,Coffee
3573,Coffee
3573,Bread
3573,Pastry
3574,Coffee
3574,Bread
3575,Coffee
3575,Coffee
3575,Medialuna
3576,Jam
3576,Fudge
3576,Medialuna
3577,Tea
3578,Bread
3578,Bread
3579,Bread
3580,Pastry
3580,Coffee
3580,Coffee
3580,Coffee
3581,Coffee
3582,Bread
3583,Coffee
3583,Coffee
3584,Coffee
3584,Cookies
3585,Coffee
3586,Coffee
3587,Pastry
3587,Coffee
3587,Coffee
3588,Bread
3589,Fudge
3589,Coffee
3590,Hot chocolate
3590,Cake
3591,Muffin
3591,Coffee
3592,Coffee
3592,Coffee
3592,Medialuna
3593,Gingerbread syrup
3594,Coffee
3594,Coffee
3594,NONE
3595,Sandwich
3595,Coffee
3596,Bread
3597,Coffee
3598,Coke
3598,NONE
3598,NONE
3598,Coffee
3598,Juice
3599,Medialuna
3600,Bread
3601,Coffee
3601,Pastry
3602,Coffee
3602,Cake
3602,Bread
3603,Coffee
3604,NONE
3605,Bread
3606,Bread
3607,NONE
3608,Tea
3608,Coffee
3608,Toast
3609,Sandwich
3609,Smoothies
3610,Fudge
3611,Coffee
3611,Hot chocolate
3612,Coffee
3612,Hot chocolate
3612,Cake
3612,Cake
3613,Hot chocolate
3613,NONE
3613,Sandwich
3614,NONE
3614,Sandwich
3614,Mineral water
3614,Truffles
3615,Cake
3616,Scandinavian
3617,Coffee
3618,Cake
3618,Bread
3619,Cake
3620,Coffee
3620,NONE
3621,Bread
3621,Coffee
3621,NONE
3621,Cake
3622,Coffee
3622,Bread
3623,Cookies
3623,Cookies
3623,Coffee
3623,Coke
3624,Bread
3625,Hot chocolate
3625,Tea
3625,Cake
3625,Brownie
3626,Coke
3627,Tea
3627,Coffee
3628,Coffee
3628,NONE
3628,Bread
3629,Pastry
3629,Bread
3630,Bread
3631,Tea
3631,Cookies
3632,Brownie
3633,NONE
3633,Coffee
3634,Tea
3635,Coffee
3635,Bread
3635,Sandwich
3636,Scandinavian
3637,Coffee
3638,Bread
3639,Coffee
3639,Coffee
3639,Pastry
3640,Coffee
3641,Medialuna
3642,Coffee
3642,Muffin
3643,Bread
3643,Pastry
3643,NONE
3643,The Nomad
3643,Bread
3643,Bread
3644,Coffee
3645,Coffee
3645,Hot chocolate
3645,Cake
3646,Bread
3646,Coffee
3646,Coffee
3646,Pastry
3647,Bread
3647,Coffee
3647,Pastry
3647,Brownie
3648,Coffee
3649,Tea
3650,Pastry
3650,Bread
3651,Tea
3652,Coffee
3652,Medialuna
3653,Coffee
3654,Hot chocolate
3654,Tea
3654,Bread
3655,Tea
3655,Toast
3656,Coffee
3656,Cake
3657,Coffee
3658,Panatone
3659,Coffee
3659,Bread
3659,Cake
3660,Bread
3661,Bread
3662,Truffles
3663,Coffee
3664,Tea
3665,Bread
3665,Sandwich
3666,Cookies
3667,Bread
3668,Tea
3668,Cake
3669,Bread
3670,Coffee
3671,NONE
3672,Bread
3672,NONE
3672,Brownie
3673,Art Tray
3673,NONE
3673,Bare Popcorn
3673,Juice
3673,Coffee
3673,Brownie
3673,Muffin
3673,Cake
3673,Cookies
3673,Panatone
3674,NONE
3674,Coke
3675,NONE
3675,Tea
3676,Bread
3677,Tea
3677,Brownie
3678,Tea
3678,Sandwich
3678,Medialuna
3679,Tea
3679,Hot chocolate
3680,Tea
3680,Muffin
3680,Cake
3681,Sandwich
3681,Mineral water
3682,Pastry
3682,Tea
3682,Coffee
3683,Coffee
3683,Hot chocolate
3684,Medialuna
3685,Bread
3685,Muffin
3685,Bread
3685,Tea
3686,Jam
3687,Bread
3687,Tea
3687,NONE
3688,Farm House
3689,Bread
3689,Brownie
3689,Juice
3689,Cake
3690,Coffee
3690,Hot chocolate
3690,Coffee
3690,Cake
3691,Fudge
3691,Fudge
3692,Cake
3692,Cake
3692,Juice
3693,Bread
3693,Jam
3693,Jam
3693,Fudge
3693,Fudge
3694,Bread
3695,Bread
3696,Pastry
3696,Coffee
3697,Bread
3698,Coffee
3698,Coffee
3698,Medialuna
3699,Pastry
3700,Medialuna
3700,Coffee
3701,Bread
3701,Farm House
3702,Fudge
3703,Bread
3704,Farm House
3705,Medialuna
3705,Medialuna
3705,Pastry
3706,Coffee
3707,Muffin
3707,Cake
3708,Bread
3708,Pastry
3708,The Nomad
3709,Pastry
3709,Scone
3710,Coffee
3710,Coffee
3711,Coffee
3712,NONE
3712,Medialuna
3712,Coffee
3712,Hot chocolate
3712,Bread
3712,Scandinavian
3713,Brownie
3713,Cake
3713,Hot chocolate
3714,Coffee
3714,Coffee
3714,Cake
3714,Brownie
3715,Hot chocolate
3715,Coffee
3716,Coffee
3716,Bread
3717,Bread
3718,Sandwich
3718,Sandwich
3718,Bread
3718,Fudge
3719,Tea
3719,Juice
3719,Muffin
3719,Gingerbread syrup
3720,Tea
3720,Coffee
3721,Coffee
3722,Coffee
3722,Brownie
3723,Bread
3724,Bread
3724,Hot chocolate
3724,Muffin
3724,Smoothies
3725,Coffee
3725,Hot chocolate
3726,Coffee
3726,Scone
3726,Juice
3726,Cake
3726,Brownie
3727,Bread
3728,Cake
3728,Coffee
3729,Gingerbread syrup
3729,Jam
3729,Fudge
3729,Fudge
3730,Fudge
3731,Bread
3732,Coffee
3733,Cake
3733,Scone
3733,Coffee
3733,Tea
